,pid,lab,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,lf,hf,lf/hf
S11_204,S11,Fun,71.41211574491706,840.1935634328357,125.63738814953912,51.292692205309706,79.00941703853555,0.8461538461538461,0.4615384615384616,97.65625,55.642613123826074,167.0554393612306,29202.364067450355,0.3330787272571701,0.08887466894185819,486293.6259867167,85282.37549239969,5.702158543063272
S11_205,S11,Fun,73.27433628318585,818.8405797101448,115.8286659989682,43.08949618319647,66.8216403368258,0.7611940298507462,0.3880597014925373,82.03125,46.7989060261946,152.49430645613214,22420.1855711438,0.3068895299357107,0.10626051536349952,490430.9980489785,54477.65038735798,9.002425665604465
S11_206,S11,Fun,75.7228162755173,792.3635563380283,92.6399768295672,33.52032560998313,52.77367446665011,0.6811594202898551,0.3333333333333333,54.6875,37.13444479590913,122.67944354591988,14311.943240488645,0.3026949236365701,0.10671978940628224,516103.5196524118,55644.46652801743,9.275019635466348
S11_207,S11,Fun,77.59694156198798,773.2263513513514,88.53727462108404,30.88142714722325,49.88015965983842,0.6666666666666666,0.3472222222222222,56.640625,35.12307945180706,117.87500474965584,13006.611911556533,0.2979688486664482,0.10492628928177956,299718.076440913,39573.94992310345,7.573620450404833
S11_208,S11,Fun,79.66909592278905,753.1151107594935,94.43435064578155,31.79441371237502,48.79105163091693,0.6025641025641025,0.3205128205128205,58.59375,34.32189987944539,125.81633808377121,13566.20056851236,0.2727936641789172,0.10091326504869064,139642.01783424968,32628.228049950732,4.279791646070113
S11_209,S11,Fun,82.86315789473684,724.0853658536586,81.25062339242271,25.668551930959364,39.92111905405179,0.5555555555555556,0.2469135802469136,46.875,28.021767811753417,107.34080586463348,9449.531004916773,0.2610541963611808,0.1179702377942936,101252.55224395098,51054.74242356545,1.983215416188558
S11_210,S11,Fun,86.65442141170297,692.4055232558139,73.24460641962874,23.02495191020229,34.22479297970517,0.4588235294117647,0.16470588235294115,62.5,24.19567386229445,101.20952353319841,7693.23457881399,0.2390651889034718,0.06721898264069774,84203.38928119629,58240.50661995222,1.4457873766563292
S11_211,S11,Fun,89.0258842126062,673.9612926136364,66.81221182155961,21.388627208558205,32.12998606985596,0.4597701149425287,0.1264367816091954,41.015625,22.706549856988893,91.91761172894823,6556.9180350672805,0.2470315473812268,0.0674900452183303,59880.906034048436,27738.198097789005,2.158788607066063
S11_212,S11,Fun,90.91148230961464,659.9826388888888,52.079788652526425,20.60272114831636,31.073942261007854,0.44943820224719105,0.10112359550561796,31.25,21.930121207097734,67.25924614582041,4633.859909158469,0.3260536277726405,0.11792850163415207,47857.919516053116,6879.154677208701,6.956947730018486
S11_213,S11,Fun,92.17675941080195,650.9232954545455,37.02602508842647,14.008620689655173,23.926296671524266,0.4252873563218391,0.045977011494252866,29.296875,16.917374174376352,48.026310891871844,2552.4782824483204,0.3522522105115409,0.06988120195667365,35566.56254493584,5500.9593166702625,6.465520011601236
S13_000,S13,Base,85.23749752262668,703.9155505952382,69.31013929928062,28.9852331851713,39.91216368425275,0.43373493975903615,0.12048192771084335,39.0625,28.211780354337865,93.79762999393525,8313.276621318797,0.3007728484841459,0.10154346060113728,164536.59292612542,55661.8812467166,2.9560012928206802
S13_001,S13,Base,83.34568554790893,719.8932926829268,67.48608620274732,29.055338238613352,42.07383879992272,0.4814814814814815,0.14814814814814814,42.96875,29.74911369478089,90.59645039055971,8467.107746242484,0.32836952845870865,0.13561620613663333,102552.0559134003,44408.680829246725,2.309279492172202
S13_002,S13,Base,85.0632911392405,705.3571428571429,72.34799067164981,29.234198709486623,40.351929937954885,0.40963855421686746,0.13253012048192772,39.0625,28.526116567503273,98.35439589373871,8814.269000024631,0.2900339767052472,0.13511687609782466,78869.75216819967,23579.463837408668,3.344849260018937
S13_003,S13,Base,86.6714782494587,692.2692587209302,65.9596203404556,25.325652580599343,34.60038494478358,0.35294117647058826,0.09411764705882353,33.203125,24.459929341319707,90.4328629309093,6949.1446336860035,0.2704761139764767,0.134478643110491,93998.86403499768,12853.373094716218,7.313167006226472
S13_004,S13,Base,86.82529249375574,691.0428779069767,60.11715092365035,17.125828132995988,26.114710672550626,0.3176470588235294,0.05882352941176471,35.15625,18.455564229300673,83.30108053631427,4829.785403901739,0.22155251901270534,0.1347209592132296,61159.650464971935,8416.686197770141,7.266476262495702
S13_005,S13,Base,85.55400835488362,701.3113839285713,59.208844984243896,17.02688395560726,25.946582184765358,0.3012048192771085,0.060240963855421686,37.109375,18.342657581466707,82.08887751784955,4730.3845620662705,0.22344875622739813,0.13590880519171636,20236.26948605545,11570.300637371814,1.7489838959493198
S13_006,S13,Base,86.43329189295295,694.1769622093024,49.675125664605595,15.949008667845915,24.650737007610587,0.3058823529411765,0.047058823529411764,37.109375,17.429946018853748,68.37429165601283,3744.025128875667,0.254919584491534,0.1341134264304035,11833.719161773077,19109.76843005081,0.6192497415700818
S13_007,S13,Base,87.23238460014528,687.8179505813954,39.45665565075403,13.883240873896474,21.387020398926953,0.27058823529411763,0.023529411764705882,25.390625,15.116062660164545,53.85998042470385,2557.7302946380123,0.2806548116239436,0.1861126150514348,7767.136793924138,20951.17772325605,0.37072554567195176
S13_008,S13,Base,87.56197799284105,685.2289244186046,41.10513797957464,14.04476727016188,20.669932117692113,0.2352941176470588,0.023529411764705882,29.296875,14.608767109135592,55.78786698199278,2560.3727425066368,0.2618628009895237,0.186811133943583,3778.3574657217896,21384.425846504808,0.17668734680287645
S13_009,S13,Base,88.56252899463185,677.4874281609195,44.94461626640769,13.695094196132526,19.544871703387813,0.19767441860465115,0.02325581395348837,39.0625,13.793077974133553,61.603468317252215,2669.415807859363,0.2239009969877096,0.3056130938232198,4111.513136075733,15600.518934345815,0.26354976737497504
S13_010,S13,Base,88.3342147012163,679.2385057471264,46.52356167014239,14.649405756037902,20.445533722565948,0.2325581395348837,0.034883720930232565,39.0625,14.45589113660436,64.07238350471287,2909.8166315578937,0.22561812665422465,0.20321072952651895,4925.858010072619,6773.392812597577,0.727236430302876
S13_011,S13,Base,88.49801324503309,677.9813218390805,44.854773055420935,14.078397345888964,19.815339429080694,0.2441860465116279,0.02325581395348837,35.15625,13.99826583254652,61.847130141433105,2719.8419096540383,0.2263365462639097,0.11875678610206294,16537.13693426155,6279.601165916758,2.6334693075762075
S13_012,S13,Base,88.83925009972076,675.3771551724138,43.22324744644297,11.69619358811009,17.078971572827946,0.22093023255813954,0.011627906976744186,31.25,12.0764857787891,60.2303973455413,2285.105077051441,0.2005048332905128,0.11921589999489075,29986.10724125895,10639.23451562096,2.8184459321046185
S13_013,S13,Base,88.93216658990723,674.6715198863636,47.98978060840291,13.366763269000588,19.427706859581736,0.25287356321839083,0.045977011494252866,39.0625,13.733794049401016,66.79305269011692,2881.85214909473,0.2056171038194388,0.05056293399851682,19399.033484455,10698.005361660096,1.813331815478236
S13_014,S13,Base,85.73592929762775,699.823288690476,57.937464381628416,17.58403054074583,25.14781227759977,0.3373493975903614,0.07228915662650602,41.015625,17.697785710834786,78.90889477238805,4387.274071513426,0.2242812519663832,0.05106643743510307,17258.132939263884,9298.513528992371,1.8560098757133336
S13_015,S13,Base,84.33419329231991,711.4551957831326,50.854583447177255,16.726626036037842,25.31906837580019,0.36585365853658536,0.07317073170731707,23.4375,17.889304920511698,69.78269448323249,3921.850856572691,0.25635732545137196,0.08472852979055108,56373.910041776384,13763.22861596281,4.095980065054868
S13_016,S13,Base,84.5186953062848,709.9021084337351,49.851693826104004,16.85178822910162,24.83675623487454,0.32926829268292684,0.07317073170731707,23.4375,17.55677857939624,68.51511396838443,3779.0365222601727,0.25624679815168416,0.11887779362815025,96050.09606402213,25154.129281854915,3.818462368057734
S13_017,S13,Base,85.7987776828547,699.3106617647059,54.677574173374424,17.454419922165926,25.372732935907887,0.30952380952380953,0.07142857142857142,35.15625,17.92664098023291,75.19757003174641,4234.992059802651,0.23839388656661065,0.05050335005555369,73787.06450899514,27742.212524440743,2.659739717731206
S13_018,S13,Base,85.87287853577371,698.7072172619047,55.42255449354935,17.355814899773744,24.853675699645173,0.27710843373493976,0.07228915662650602,35.15625,17.54948254440023,76.35997935293788,4209.979591935736,0.2298256585859728,0.05115089514066497,30494.149163321163,14448.780981574993,2.110499785567179
S13_019,S13,Base,85.38914323086985,702.6654411764706,59.38470969824697,26.26175037778869,33.263250882648165,0.2976190476190476,0.08333333333333333,35.15625,23.52009562174577,80.58891309669237,5954.759887640863,0.2918527464631002,0.050265569760233234,19619.82620212276,8432.132490836078,2.3267929226023547
S13_020,S13,Base,87.60456273764258,684.8958333333334,44.924965796136156,23.750412862385424,29.930467089448964,0.2790697674418605,0.05813953488372092,27.34375,21.153286116378,59.96593482789218,3985.036694455876,0.3527550462956994,0.15115634604726153,24652.742085843,16323.898090570348,1.5102239642186868
S13_021,S13,Base,88.75664187035069,676.0057471264367,45.90469460834567,23.651352272339764,29.252934587124344,0.22093023255813954,0.04651162790697674,23.4375,20.681931065529522,61.83962407355018,4017.980269293167,0.33444464411573804,0.15315238662469155,66951.50165470844,37457.02349545067,1.7874218345950532
S13_022,S13,Base,90.0039952057531,666.6370738636364,42.342275645200594,23.017864553596745,28.074817539017733,0.20689655172413796,0.03448275862068965,21.484375,19.851487658546898,56.845491857543,3545.1854593120343,0.34921832866352,0.136483835195769,79615.21525781084,34657.811853862615,2.2971795101639607
S13_023,S13,Base,89.42048160889127,670.9872159090909,43.37331845735462,23.661784130102,29.17163725092277,0.2298850574712644,0.045977011494252866,21.484375,20.62658291377106,57.68805644803111,3738.204595921886,0.3575537846790303,0.1355955185681113,30660.016242813625,12845.142137604309,2.3868958330212675
S13_024,S13,Base,90.02197802197803,666.50390625,42.88518677554257,23.941794943189425,29.24369574831668,0.2298850574712644,0.057471264367816084,23.4375,20.678415570590925,57.32512034269429,3724.020875669341,0.3607217123483329,0.13650479473091492,7017.9802874495435,7282.673351000573,0.9636544094738696
S13_025,S13,Base,90.209845585324,665.1158707865169,30.34122357764037,12.704621507556913,18.340854415648767,0.20454545454545456,0.022727272727272728,23.4375,12.96757506711907,41.04136650414282,1671.977604529456,0.31596353074184524,0.05071765481564132,16643.14311279242,10551.376975960282,1.577343236879064
S13_026,S13,Base,90.28133667943469,664.5891853932584,29.19173556298276,11.698555688941145,16.811733649947033,0.17045454545454544,0.022727272727272728,23.4375,11.883546359751866,39.6665170587565,1480.880471696845,0.299586332274881,0.050755409680748466,22028.507273751533,8616.054789558413,2.5566814292368867
S13_027,S13,Base,90.09094503756424,665.993679775281,28.01042955547106,11.651214957114012,16.619830357055427,0.1590909090909091,0.022727272727272728,19.53125,11.749940668462381,37.93476332627853,1400.305921062635,0.30974071374587564,0.05064658810818111,19890.272505301127,6120.01383933873,3.2500371776038803
S13_028,S13,Base,90.6610703043022,661.8055555555555,28.222353797265466,9.1192905368224,14.065913287381878,0.11235955056179776,0.011235955056179777,17.578125,9.93912770580684,38.631150906513454,1206.2457339463094,0.2572827232059255,0.050399838720516094,13688.313006565959,5706.983468375293,2.398519827929842
S13_029,S13,Base,90.67891111839948,661.6753472222222,25.679080252996865,9.582200877103363,14.175188317418211,0.12359550561797752,0.011235955056179777,15.625,10.020296304375156,34.599540314114044,1089.182777510135,0.28960778708055895,0.06721559401781213,6466.175363017193,4414.269581734039,1.46483472368199
S13_030,S13,Base,90.62247265495523,662.087429775281,25.80586740926114,9.545227312298021,14.43679974812041,0.14772727272727273,0.0,11.71875,10.207586897588644,34.95232010786018,1120.8537976961077,0.2920431852903845,0.10189352127027257,10616.59238864636,21829.512151796192,0.4863412574143485
S13_031,S13,Base,90.4366234453559,663.4480337078652,29.26627543144979,13.165272340608661,17.803557613785692,0.14772727272727273,0.03409090909090909,11.71875,12.588859799470832,39.442349857114465,1559.908234286496,0.3191711407934814,0.13557943260007455,19326.168032265326,3316.6132935024507,5.827079108115215
S13_032,S13,Base,91.00125074057009,659.3315972222222,35.66612535318769,15.973591253493753,21.01133504572692,0.15730337078651685,0.0449438202247191,15.625,14.851778405489409,48.230651525728646,2250.3572144752893,0.3079323611783831,0.10118726389638424,39770.18986660583,8223.340165144644,4.8362574170499855
S13_033,S13,Base,91.32701731460308,656.979739010989,37.805638730648326,16.16711234067945,21.62791381099833,0.18888888888888888,0.04444444444444445,19.53125,15.290749947686464,51.3796228067996,2468.138750461556,0.2976033904566322,0.10043690051725004,57135.660946223914,13209.198359934151,4.325444995929999
S13_034,S13,Base,90.0968826204442,665.9497893258427,41.149116298702985,17.197308224467786,23.566612883673987,0.23863636363636365,0.05681818181818181,23.4375,16.651070472437954,55.50261662409893,2903.3907551302423,0.3000051436351228,0.10131027961637172,54084.38729879791,16421.972182685447,3.293416082863782
S13_035,S13,Base,89.40865193808705,671.0759943181819,42.65347554753374,17.18387294480183,24.469898434977285,0.26436781609195403,0.057471264367816084,27.34375,17.299918115109534,58.06960899767274,3156.0423481667017,0.2979169037594667,0.10167768174885614,45611.208304555614,19303.509646715294,2.3628453653927566
S13_036,S13,Base,89.20802534318901,672.5852272727273,43.252491042024296,16.561985464653024,22.830993527339157,0.2183908045977012,0.045977011494252866,23.4375,16.122832839997365,57.27055019270447,2900.8320114773537,0.2815204810456179,0.1014490303163519,30313.71715852982,20365.862531659663,1.4884573197627038
S13_037,S13,Base,88.19429778247095,680.316091954023,52.290156755964915,19.767700694590477,27.096054192409,0.26744186046511625,0.09302325581395347,35.15625,19.14159721554364,71.15380917734849,4278.841514957051,0.2690171817482581,0.10144731502772893,20426.99446678103,17739.109813669176,1.151523085506842
S13_038,S13,Base,86.01923837132692,697.5183823529413,50.8764205011341,18.063937293950147,25.69641865036085,0.30952380952380953,0.08333333333333333,35.15625,18.16936801714287,69.59364988185514,3972.457945052693,0.26107795823308433,0.08439245868989148,27118.37884794352,18160.606542367204,1.4932529254834397
S13_039,S13,Base,83.71684945164506,716.701600609756,54.695072461886966,23.35409845293789,32.24391163430253,0.3950617283950617,0.1111111111111111,33.203125,22.77843212635234,73.66720158114923,5271.665832539176,0.3092072406369395,0.17027652908323115,33038.95317328202,32132.979644647894,1.0281945072835792
S13_040,S13,Base,83.33465660976577,719.9885670731708,54.5917267886801,22.786445575311603,31.334280638507018,0.3703703703703704,0.09876543209876544,35.15625,22.155002816379017,74.41179187856257,5179.209098423896,0.2977351069913114,0.05085176709890668,53743.108112153015,39751.10276144247,1.3519903695422115
S13_041,S13,Base,83.2320460936964,720.8761867088608,57.45967870339116,23.21718125304161,32.17174998438273,0.4025974025974026,0.1038961038961039,42.96875,22.746571572695107,78.24256352516262,5591.249749084562,0.2907186389078351,0.08785956527087105,110051.49662011996,33617.626768754635,3.273624797405556
S13_042,S13,Base,82.88524590163935,723.8924050632912,55.1326266885983,22.52652144535325,31.35761705102137,0.37662337662337664,0.09090909090909093,35.15625,22.16749562241505,75.17463647873919,5235.2550058621255,0.2948799842708177,0.08749671887304225,140112.2923744359,33288.0536731473,4.209086351223389
S13_043,S13,Base,84.59896729776248,709.228515625,52.69762807499237,18.990144250378908,25.809006765630585,0.2948717948717949,0.02564102564102564,27.34375,18.212270551401197,72.61802502368221,4154.879179203672,0.2507954539587355,0.0881896430083251,92585.11929570435,15320.136631807849,6.0433611997609775
S13_044,S13,Base,85.54197229013855,701.4100609756098,54.2882638460799,20.448202055074574,27.35072455693016,0.2875,0.0375,27.34375,19.29989933916633,74.44314863807406,4513.668401665213,0.259256891900128,0.10439321444106134,54393.64547313527,11075.183986776872,4.911308519847449
S13_045,S13,Base,86.15047879616964,696.4557926829268,53.32472811023222,20.323237002253254,27.48637468741615,0.275,0.0375,31.25,19.3981979300016,72.59537802819486,4424.052072894505,0.2672098204718716,0.10513588813541502,32965.13319824244,9837.50234147323,3.35096572828929
S13_046,S13,Base,85.82759795570699,699.0758384146343,53.43613048953081,20.34908814132943,27.53836989377276,0.2625,0.0375,39.0625,19.462648075351428,73.33844586092881,4484.184827864,0.26538124508744443,0.10473763223126067,98737.68707512342,10521.5878558573,9.384295263015535
S13_047,S13,Base,85.61077566186717,700.8463541666665,51.808969739147074,20.84131743572014,28.402351507571314,0.26506024096385544,0.060240963855421686,33.203125,20.076435739629122,70.60269158582845,4453.051765565677,0.2843579371931327,0.1019835806435164,166644.40542155868,18171.57032941797,9.170611147005713
S13_048,S13,Base,85.46180532827127,702.0680147058823,54.94421179983321,24.120076616033376,32.146845171538786,0.2976190476190476,0.09523809523809523,35.15625,22.731228430906373,74.7773857969251,5340.022135016164,0.303985331777152,0.10060699553975652,116050.30274519912,18743.049352686765,6.191644729813595
S13_049,S13,Base,83.47826086956522,718.75,58.402890372387276,23.8673868618196,33.383480074703826,0.34567901234567894,0.09876543209876544,44.921875,23.570091847612403,78.79938696227909,5834.907644571454,0.2991151677219938,0.10186757215619696,56866.888836654914,15273.589685998219,3.723217004368433
S13_050,S13,Base,82.18787158145065,730.0347222222223,51.442820798712,23.66784391922745,32.865354566195066,0.3375,0.1,31.25,23.21136739224235,67.90599337378794,4951.749941640458,0.3418161820338241,0.13537982502157614,57659.24810053619,20408.81562309684,2.8252128474953087
S13_051,S13,Base,82.82252696045798,724.4405864197531,41.499272141507966,18.763219623628864,27.22490915891066,0.3125,0.075,27.34375,19.24484837944818,55.20368832414953,3337.5859748545613,0.3486152640099825,0.1364256480218281,39242.267570677,19411.64984893525,2.0215833211533782
S13_052,S13,Base,83.64805458959384,717.2910391566264,46.42460121203529,20.35708524339879,29.97965797569977,0.35365853658536583,0.0975609756097561,35.15625,21.198391253845106,62.415015850067604,4156.634724630343,0.3396360789968804,0.10085389632219458,28353.263318573965,17733.694435573077,1.5988356753062385
S13_053,S13,Base,83.92324093816629,714.939024390244,45.948735534494496,19.39640858288239,28.606349050840414,0.3333333333333333,0.07407407407407407,33.203125,20.224868825027727,61.7883085373705,3925.924042356356,0.3273251737065342,0.10241879043408496,34975.078164246326,17786.458004594184,1.9663880326938832
S13_054,S13,Base,84.77159385597446,707.7842620481928,45.84178276243965,14.395263603782151,23.729444430178706,0.2926829268292683,0.03658536585365853,27.34375,16.762878491224903,62.66875350889293,3300.2704152881306,0.2674838344893231,0.0681384573453257,43114.95070173267,21139.798677809584,2.0395156717831173
S13_055,S13,Base,86.07338225483656,697.0796130952382,36.59131235424143,14.594162231411376,23.339245605804013,0.27710843373493976,0.04819277108433735,25.390625,16.499278416406103,49.19890815084076,2550.17678871342,0.3353586296228436,0.06836204539239814,40820.48298369521,18986.4611186794,2.1499784888051043
S13_056,S13,Base,88.35757736048664,679.058908045977,43.44116271492501,13.538353768358753,21.2289086079134,0.2325581395348837,0.034883720930232565,23.4375,14.961407428339305,58.67418593371171,2757.8420884280363,0.25499130819202576,0.08469265037180074,41899.8191537796,10285.692607309284,4.073602114456004
S13_057,S13,Base,88.70361765682043,676.409841954023,46.83335061208799,18.11179572448322,25.88029885321712,0.26744186046511625,0.05813953488372092,27.34375,18.295371033589266,63.9350412874056,3674.7690008143372,0.28615561459241945,0.0850224459257244,49088.39247383108,7302.2072089751555,6.7224047563997456
S13_058,S13,Base,88.47457627118642,678.1609195402299,49.76553943670257,19.42432238109528,26.690307901614666,0.26744186046511625,0.06976744186046513,27.34375,18.86084174597077,67.8457593285291,4020.0703320026814,0.2779958826113366,0.13567830673473194,73741.28722748903,10847.689035800391,6.797879897194903
S13_059,S13,Base,87.57939401975734,685.0926598837209,52.92385815646447,19.82750020914601,26.820090751576405,0.24705882352941175,0.07058823529411765,35.15625,18.96330380906469,72.61906301760081,4326.278931648541,0.2611339642934875,0.050951086956521736,107735.40647493064,17787.652659899763,6.056752317735992
S13_060,S13,Base,86.77966101694916,691.40625,53.26415491628701,20.635368186658603,28.13010574570785,0.2823529411764706,0.08235294117647059,31.25,19.890032922449922,73.06670243855525,4565.673829554222,0.2722174705937531,0.05048635185621487,77289.91933395396,25097.909245248044,3.0795361708700018
S13_061,S13,Base,87.67239662839319,684.3659156976744,52.808577772141284,20.394058714221174,27.08981351585,0.24705882352941175,0.07058823529411765,33.203125,19.15142131166563,72.53620335714932,4364.210636044525,0.2640256923479856,0.06800639260090449,26219.23658440437,21730.084452658983,1.2065869620307017
S13_062,S13,Base,86.39491794600319,694.4852941176471,45.32158772668835,22.215528409885426,29.672688778679948,0.27380952380952384,0.09523809523809523,35.15625,20.979672241077054,60.28560711193895,3973.399297226193,0.34800466058377383,0.15256305939788445,11417.438176547117,14417.652958534458,0.7919068526190749
S13_063,S13,Base,86.47502980527224,693.8419117647059,48.68214011710989,23.455715813717045,31.09557734969019,0.30952380952380953,0.09523809523809523,35.15625,21.95775302014319,63.801295286049346,4401.161085670475,0.3441584206354573,0.15270284027282907,19295.24400819324,12016.268144132304,1.6057601059456508
S13_064,S13,Base,85.01284838900969,705.7756696428571,60.139460427721176,20.75996313066052,28.024418542381113,0.3012048192771085,0.060240963855421686,37.109375,19.815809287561397,83.1766806945615,5178.0146120379995,0.2382375579560372,0.06751624609671701,50215.43441029283,13168.32521600564,3.8133501099485088
S13_065,S13,Base,86.11569157707275,696.7371323529413,62.19146922267067,20.510923007413293,28.25850835183686,0.2976190476190476,0.05952380952380953,35.15625,19.95048136382062,85.48969838580717,5358.176759423392,0.2333670809526772,0.050689375506893765,131531.57390809324,17038.057148245018,7.7198692763887955
S13_066,S13,Base,86.95675070765587,689.9981831395347,62.7660375991345,19.859854630947584,26.62864817245981,0.25882352941176473,0.047058823529411764,35.15625,18.828849040802808,87.24136936748761,5160.55154185466,0.21582477644854334,0.08431418839162255,175757.36017294665,18080.70165261215,9.720715686249637
S13_067,S13,Base,85.7536945812808,699.6783088235294,63.907103281289174,20.40119008760284,28.501734426651673,0.3333333333333333,0.047619047619047616,42.96875,20.145076403999308,88.31371870557086,5589.165426730704,0.2281081206778415,0.08412551526878102,108057.5013710682,10063.234931610097,10.73784941973716
S13_068,S13,Base,85.23749752262668,703.9155505952382,59.62564748555021,18.49448121347907,25.95720804645635,0.2891566265060241,0.024096385542168683,23.4375,18.353039489790216,82.76237300257347,4771.894200948408,0.22175583932591608,0.0846138225140459,45351.846971481886,7212.400177212027,6.288038081244233
S13_069,S13,Base,85.7929383602633,699.3582589285713,51.238662328973504,11.278107389999088,18.03370266879589,0.20481927710843373,0.0,21.484375,12.692166199907248,69.67194445500463,2778.072365565929,0.18217040301069928,0.08517162081594414,29489.268010665026,16250.559872375316,1.814661663491021
S13_070,S13,Base,87.18632433502736,688.1813226744188,34.58737015358054,10.47209427939098,17.02167668069332,0.18823529411764706,0.0,19.53125,12.033335212280035,47.58981805456372,1799.077748440801,0.2528552472817466,0.08454085859695992,16307.457917630134,17720.332889278034,0.9202681473042316
S13_071,S13,Base,86.3485422931102,694.8582848837209,29.11869633166069,10.855320284626977,16.905269692683195,0.21176470588235294,0.0,15.625,11.932434012197586,38.65132865506011,1448.9164448821714,0.308719892107394,0.1004755844329828,6664.143241504531,9475.736263568037,0.7032850066887768
S13_072,S13,Base,85.16435643564355,704.5200892857142,33.633323743368784,18.43209938070786,23.8919606479494,0.21686746987951808,0.024096385542168683,15.625,16.89334794909761,44.7400769368713,2374.446160077991,0.3775887102951185,0.11836520739275265,6469.480908249512,6069.271266280514,1.065940312174292
S13_073,S13,Base,85.31076434805605,703.3110119047618,30.863405555334825,17.313904925719513,21.959383018231996,0.1566265060240964,0.024096385542168683,19.53125,15.527592981393342,41.0172922959304,2000.879795490565,0.3785621164206867,0.08469265037180074,19456.954167747022,12961.471724283389,1.501137724298261
S13_074,S13,Base,85.50864868447212,701.6834077380953,32.41851183064486,17.504620053846196,22.167691448261625,0.1686746987951807,0.024096385542168683,19.53125,15.668953660532384,42.55874048395943,2094.973990561975,0.3681724008359242,0.10186930168593694,47668.52364364349,27950.54574156429,1.7054594956533276
S13_075,S13,Base,86.25222963599127,695.6341911764706,37.90193113566532,17.180379644173353,21.86985085017905,0.15476190476190474,0.023809523809523808,23.4375,15.460089108199446,51.28452916599085,2490.853803769312,0.3014571715801526,0.10154174211782227,47691.93282509159,24302.527441701208,1.9624268685427355
S13_076,S13,Base,86.7565951225995,691.5900735294118,40.75781581369004,17.28128432158901,22.297583059301704,0.15476190476190474,0.023809523809523808,27.34375,15.766737895957803,55.789725387287504,2763.413942352187,0.2826100646043058,0.08511507558218713,26186.047946205737,7305.348321723467,3.5845036804525647
S13_077,S13,Base,86.71050009962143,691.9577205882354,50.6490535417554,23.319237235301667,29.916561289959827,0.2380952380952381,0.08333333333333333,31.25,21.148452317925578,68.52988678925304,4553.113509891226,0.3086018861079181,0.1361146085003573,22271.108716317958,2856.029485710567,7.797926746816135
S13_078,S13,Base,87.147446852143,688.4883283132531,51.16838420123261,22.149123539988608,29.15103230938713,0.2716049382716049,0.09876543209876544,31.25,20.595255939862987,67.24225142373278,4350.70174743104,0.3062844491937105,0.10507144858503784,35311.5823286858,6520.4386651813065,5.415522504221568
S13_079,S13,Base,88.04094165813714,681.5011160714286,48.950540107577794,22.238612164945803,28.58477822229045,0.24390243902439024,0.0975609756097561,19.53125,20.192018529579407,63.61031071148415,4035.1262348696655,0.3174331064214398,0.10489143736233,119403.87814446393,25407.890404314123,4.699480210454222
S13_080,S13,Base,89.24738533050791,672.2886029411766,52.71870862542809,22.270617760840143,28.12591510392119,0.21686746987951808,0.0963855421686747,23.4375,19.86459573795266,68.54009473104999,4277.345231078218,0.28982445699704595,0.14010017162271024,174734.80180510905,38899.06223843598,4.492005507332113
S13_081,S13,Base,89.35121817684096,671.5073529411766,53.68575539157168,22.754486624084066,28.912354858435354,0.2289156626506024,0.10843373493975904,23.4375,20.429788973754896,70.50832419694676,4525.37054851321,0.28975002889998586,0.12272950417280315,84279.40340155657,21862.05627074249,3.8550538136865855
S13_082,S13,Base,88.53326100223774,677.7113970588234,61.82605250656514,25.57081277468431,32.32001868608643,0.24096385542168675,0.1566265060240964,19.53125,22.853316703188074,81.88983033394538,5879.346852304245,0.2790739290824347,0.1389757487318463,14974.290978134231,5621.712686274791,2.6636528427881814
S13_083,S13,Base,87.73518684192415,683.8761295180723,60.469119489582646,22.276752061045798,28.75413554696508,0.2222222222222222,0.13580246913580246,31.25,20.32992782748328,81.26312236121456,5190.141696339067,0.2501740917253555,0.15867418899858954,16430.862385930082,5619.2487724223665,2.9240318504081824
S13_084,S13,Base,87.9350286246838,682.3219476744188,55.42690119463124,19.221099298698622,25.03372610210368,0.2,0.10588235294117647,31.25,17.6883588220894,76.42902608430441,4247.131793517162,0.2314350938160379,0.13643728148716638,56109.09659033401,16868.66624565414,3.3262319482306033
S13_085,S13,Base,86.93385982230997,690.1798691860464,60.823203211230194,21.849593655658392,28.4063490906186,0.25882352941176473,0.12941176470588234,42.96875,20.08566491406268,84.03277818280726,5302.550431635241,0.2390217882641909,0.05057913105052855,78824.39306556332,24708.903199929948,3.190121084200402
S13_086,S13,Base,85.4180734856008,702.4274553571429,53.49586849883998,21.451965572850877,28.38616506327065,0.26506024096385544,0.12048192771084335,27.34375,20.06584166310785,72.75083867312945,4586.118348930053,0.2758159497413352,0.08480181815098116,76066.32213740706,19420.91520420077,3.916721809328213
S13_087,S13,Base,84.87304302065517,706.938244047619,53.04854398020372,23.832507902647613,30.993037082693053,0.27710843373493976,0.13253012048192772,31.25,21.884412650602414,71.3258932443715,4903.791393809772,0.3068228332679081,0.13481858474190667,76443.17659992703,14686.6340250059,5.204948694831819
S13_088,S13,Base,86.40635340833886,694.3933823529413,52.19382563242442,20.73818980216223,26.857793798162447,0.2380952380952381,0.07142857142857142,31.25,18.973527722303054,71.11315492230659,4238.848602898107,0.266807565253324,0.0678195998643608,56801.814637929776,11453.088977370891,4.959519196101532
